"bldg","y","defects","poor","race.x","floor","dist","borough","numunits","stories","race.y","personrm","housewgt","sequenceno","under6","cd","unitflr2","regext","totincom2","subsidy","housing","poverty","povertyx2","extwin4_2","extflr5_2","intcrack2","inthole2","intpeel_cat","intleak2","duration","board2","struct","old","help","rodent2","foreign","dilap","black_Mean","board2_Mean","foreign_Mean","help_Mean","hispanic_Mean","old_Mean","poverty_Mean","povertyx2_Mean","pubhous_Mean","regext_Mean","struct_Mean","dilap_Mean","ownhous_Mean","duration_Mean","extwin4_2_Mean","extflr5_2_Mean","intcrack2_Mean","inthole2_Mean","intleak2_Mean","vacrate"
147,0,2,5,2,2,2,1,10,4,3,3,241.73771,174114,1,2,3,0,16428,0,2,0,1,0,0,1,0,0,1,2,1,0,1,1,1,1,0,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
167,0,0,4,3,3,2,1,3,1,3,0.75,195.11454,578253,1,2,3,1,22640,1,4,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
185,0,0,4,2,4,2,1,12,6,2,0.33,189.75237,322399,1,2,4,1,9684,0,2,0,1,0,0,0,0,0,0,29,0,1,1,1,0,0,0,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,6,4,3,2,1,11,4,4,1,130.25673,283625,2,2,3,1,20700,1,4,1,1,0,1,0,0,0,0,3,1,0,0,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,6,4,3,2,1,11,4,1,0.25,189.75237,7721,1,2,3,NA,1000,1,4,1,1,0,1,0,0,0,0,9,0,0,0,1,0,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,6,4,3,2,1,11,4,2,0.25,191.49159,331314,1,2,3,NA,10014,1,4,0,1,0,1,0,0,0,0,13,0,0,0,0,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,6,4,3,2,1,11,4,1,0.25,199.06643,908274,1,2,3,1,7404,1,4,1,1,0,1,1,NA,0,0,1,0,0,0,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,0,3,5,1,3,2,1,11,4,4,1,130.25673,283625,2,2,3,1,20700,1,4,1,1,0,1,0,0,0,0,3,1,0,0,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,0,3,5,1,3,2,1,11,4,1,0.25,189.75237,7721,1,2,3,NA,1000,1,4,1,1,0,1,0,0,0,0,9,0,0,0,1,0,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,0,3,5,1,3,2,1,11,4,2,0.25,191.49159,331314,1,2,3,NA,10014,1,4,0,1,0,1,0,0,0,0,13,0,0,0,0,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,0,3,5,1,3,2,1,11,4,1,0.25,199.06643,908274,1,2,3,1,7404,1,4,1,1,0,1,1,NA,0,0,1,0,0,0,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,4,5,1,3,2,1,11,4,4,1,130.25673,283625,2,2,3,1,20700,1,4,1,1,0,1,0,0,0,0,3,1,0,0,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,4,5,1,3,2,1,11,4,1,0.25,189.75237,7721,1,2,3,NA,1000,1,4,1,1,0,1,0,0,0,0,9,0,0,0,1,0,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,4,5,1,3,2,1,11,4,2,0.25,191.49159,331314,1,2,3,NA,10014,1,4,0,1,0,1,0,0,0,0,13,0,0,0,0,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,4,5,1,3,2,1,11,4,1,0.25,199.06643,908274,1,2,3,1,7404,1,4,1,1,0,1,1,NA,0,0,1,0,0,0,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,4,2,3,2,1,11,4,4,1,130.25673,283625,2,2,3,1,20700,1,4,1,1,0,1,0,0,0,0,3,1,0,0,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,4,2,3,2,1,11,4,1,0.25,189.75237,7721,1,2,3,NA,1000,1,4,1,1,0,1,0,0,0,0,9,0,0,0,1,0,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,4,2,3,2,1,11,4,2,0.25,191.49159,331314,1,2,3,NA,10014,1,4,0,1,0,1,0,0,0,0,13,0,0,0,0,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
205,1,3,4,2,3,2,1,11,4,1,0.25,199.06643,908274,1,2,3,1,7404,1,4,1,1,0,1,1,NA,0,0,1,0,0,0,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
206,1,0,4,3,4,2,1,10,5,3,0.67,241.73771,813178,1,2,4,1,18624,1,4,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,5,5,3,4,2,1,9,4,3,0.8,213.6345,928883,1,2,4,NA,7500,1,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,5,5,3,4,2,1,9,4,3,0.4,130.25673,858329,1,2,4,1,16500,0,2,0,1,0,0,1,1,1,0,22,1,0,1,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,5,5,3,4,2,1,9,4,3,1,186.57207,541712,1,2,5,1,15730,1,2,1,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,5,5,3,4,2,1,9,4,3,1,186.57207,839508,2,2,5,1,17040,1,2,1,1,0,0,0,0,0,0,4,0,1,1,1,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,2,7,3,4,2,1,9,4,3,0.8,213.6345,928883,1,2,4,NA,7500,1,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,2,7,3,4,2,1,9,4,3,0.4,130.25673,858329,1,2,4,1,16500,0,2,0,1,0,0,1,1,1,0,22,1,0,1,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,2,7,3,4,2,1,9,4,3,1,186.57207,541712,1,2,5,1,15730,1,2,1,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,2,7,3,4,2,1,9,4,3,1,186.57207,839508,2,2,5,1,17040,1,2,1,1,0,0,0,0,0,0,4,0,1,1,1,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,2,7,3,5,2,1,9,4,3,0.8,213.6345,928883,1,2,4,NA,7500,1,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,2,7,3,5,2,1,9,4,3,0.4,130.25673,858329,1,2,4,1,16500,0,2,0,1,0,0,1,1,1,0,22,1,0,1,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,2,7,3,5,2,1,9,4,3,1,186.57207,541712,1,2,5,1,15730,1,2,1,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,1,2,7,3,5,2,1,9,4,3,1,186.57207,839508,2,2,5,1,17040,1,2,1,1,0,0,0,0,0,0,4,0,1,1,1,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,1,6,3,5,2,1,9,4,3,0.8,213.6345,928883,1,2,4,NA,7500,1,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,1,6,3,5,2,1,9,4,3,0.4,130.25673,858329,1,2,4,1,16500,0,2,0,1,0,0,1,1,1,0,22,1,0,1,1,1,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,1,6,3,5,2,1,9,4,3,1,186.57207,541712,1,2,5,1,15730,1,2,1,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
215,0,1,6,3,5,2,1,9,4,3,1,186.57207,839508,2,2,5,1,17040,1,2,1,1,0,0,0,0,0,0,4,0,1,1,1,0,1,1,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
221,1,2,5,4,6,2,1,8,4,4,1,191.49159,734422,2,2,6,0,0,0,2,1,1,0,1,0,0,0,0,5,0,0,1,0,1,1,0,0.38,0.2,0.5,0.58,0.53,0.67,0.48,0.78,0.16,0.62,0.42,0.17,0.08,10.39,0.04,0.13,0.22,0.1,0.29,0.11
236,0,0,2.34883720930233,3,2,3,1,1,1,3,0.6,171.05256,995827,1,3,2,0,43500,NA,3,0,0,0,0,0,0,0,0,5,1,1,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,1,0,5,3,4,3,1,10,4,3,1,185.82033,393356,3,3,4,0,7032,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,1,0,5,3,4,3,1,10,4,3,1,164.73271,5234,2,3,4,1,7584,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,1,0,5,3,4,3,1,10,4,3,1,185.82033,205186,1,3,5,1,17050,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,0,1,7,3,5,3,1,10,4,3,1,185.82033,393356,3,3,4,0,7032,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,0,1,7,3,5,3,1,10,4,3,1,164.73271,5234,2,3,4,1,7584,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,0,1,7,3,5,3,1,10,4,3,1,185.82033,205186,1,3,5,1,17050,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,0,0,6,3,4,3,1,10,4,3,1,185.82033,393356,3,3,4,0,7032,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,0,0,6,3,4,3,1,10,4,3,1,164.73271,5234,2,3,4,1,7584,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
240,0,0,6,3,4,3,1,10,4,3,1,185.82033,205186,1,3,5,1,17050,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,0,5,3,2,3,3,1,10,5,2,1.5,164.73271,21159,3,3,2,1,11000,1,2,1,1,0,0,1,1,2,1,4,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,0,5,3,2,3,3,1,10,5,2,0.67,164.73271,892949,1,3,3,1,29803,0,2,0,0,0,0,1,0,2,1,10,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,0,5,3,2,3,3,1,10,5,2,0.75,185.82033,413079,1,3,3,0,60000,0,2,0,0,0,0,0,0,1,1,9,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,0,5,3,2,3,3,1,10,5,2,0.33,176.55067,740207,1,3,3,0,10000,0,2,0,1,0,0,1,1,NA,1,2,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,3,3,2,3,3,1,10,5,2,1.5,164.73271,21159,3,3,2,1,11000,1,2,1,1,0,0,1,1,2,1,4,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,3,3,2,3,3,1,10,5,2,0.67,164.73271,892949,1,3,3,1,29803,0,2,0,0,0,0,1,0,2,1,10,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,3,3,2,3,3,1,10,5,2,0.75,185.82033,413079,1,3,3,0,60000,0,2,0,0,0,0,0,0,1,1,9,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,3,3,2,3,3,1,10,5,2,0.33,176.55067,740207,1,3,3,0,10000,0,2,0,1,0,0,1,1,NA,1,2,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,5.66666666666667,4,2,3,3,1,10,5,2,1.5,164.73271,21159,3,3,2,1,11000,1,2,1,1,0,0,1,1,2,1,4,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,5.66666666666667,4,2,3,3,1,10,5,2,0.67,164.73271,892949,1,3,3,1,29803,0,2,0,0,0,0,1,0,2,1,10,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,5.66666666666667,4,2,3,3,1,10,5,2,0.75,185.82033,413079,1,3,3,0,60000,0,2,0,0,0,0,0,0,1,1,9,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,5.66666666666667,4,2,3,3,1,10,5,2,0.33,176.55067,740207,1,3,3,0,10000,0,2,0,1,0,0,1,1,NA,1,2,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,6,6,2,2,3,1,10,5,2,1.5,164.73271,21159,3,3,2,1,11000,1,2,1,1,0,0,1,1,2,1,4,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,6,6,2,2,3,1,10,5,2,0.67,164.73271,892949,1,3,3,1,29803,0,2,0,0,0,0,1,0,2,1,10,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,6,6,2,2,3,1,10,5,2,0.75,185.82033,413079,1,3,3,0,60000,0,2,0,0,0,0,0,0,1,1,9,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
268,1,6,6,2,2,3,1,10,5,2,0.33,176.55067,740207,1,3,3,0,10000,0,2,0,1,0,0,1,1,NA,1,2,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
275,0,3,6,2,4,3,1,7,4,2,1,180.68114,773048,1,3,4,1,2950,1,2,1,1,0,0,1,0,1,1,2,0,1,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
277,0,5,6,2,5,3,1,7,4,2,0.83,180.68114,628037,2,3,5,1,12700,1,2,1,1,0,1,1,1,1,1,3,0,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
277,0,5,6,2,5,3,1,7,4,2,1,175.92482,804829,1,3,5,1,19152,1,2,1,1,0,1,0,0,0,1,3,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
277,0,3,6,2,5,3,1,7,4,2,0.83,180.68114,628037,2,3,5,1,12700,1,2,1,1,0,1,1,1,1,1,3,0,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
277,0,3,6,2,5,3,1,7,4,2,1,175.92482,804829,1,3,5,1,19152,1,2,1,1,0,1,0,0,0,1,3,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
283,NA,1.9482922451796,4.34883720930233,2,6,3,1,11,5,2,0.25,171.47536,691084,1,3,6,NA,12000,NA,2,0,1,0,0,NA,NA,NA,NA,30,0,NA,0,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
289,0,0,5,2,2,3,1,6,1,2,0.33,185.82033,256979,1,3,2,0,16740,1,4,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
289,0,0,5,2,2,3,1,6,1,2,1,185.82033,793079,2,3,3,0,42628,1,4,0,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
289,0,3,3,2,3,3,1,6,1,2,0.33,185.82033,256979,1,3,2,0,16740,1,4,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
289,0,3,3,2,3,3,1,6,1,2,1,185.82033,793079,2,3,3,0,42628,1,4,0,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
301,1,7,3,4,5,3,1,10,4,4,1,180.68114,6959,2,3,5,0,63000,0,2,0,0,1,0,1,1,2,0,6,0,0,1,0,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
306,1,6,6,4,2,3,1,10,4,4,0.75,175.92482,420596,1,3,2,0,7076,1,2,1,1,0,0,1,1,2,1,4,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
319,1,1,5,2,4,3,1,10,5,2,0.5,164.73271,847822,1,3,4,1,16500,1,2,0,1,0,0,0,0,0,1,28,0,1,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
323,1,1,4,4,5,3,1,10,4,4,1,198.2748,408518,1,3,5,1,20600,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
324,1,1,3,4,5,3,1,11,4,4,1,193.74626,802000,1,3,5,1,39000,0,2,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
338,NA,1.9482922451796,6.34883720930233,2,8,3,1,12,6,2,0.25,176.55067,359618,1,3,8,NA,3000,NA,1,1,1,0,0,NA,NA,NA,NA,23,0,NA,1,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
347,1,1,4,4,3,3,1,3,1,4,0.33,175.92482,248542,1,3,3,0,14560,0,4,0,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07
362,1,2,5,5,3,4,1,10,4,5,0.75,172.45937,831593,1,4,3,1,28300,0,2,0,1,0,0,0,0,0,1,2,1,0,1,0,1,1,0,0.37,0.13,0.67,0.58,0.58,0.75,0.37,0.67,0.03,0.62,0.33,0.11,0.02,9.76,0.06,0.1,0.26,0.15,0.45,0.05
365,0,1,3,2,6,4,1,11,4,2,0.67,164.21931,795026,1,4,6,1,33000,0,2,0,0,0,0,0,0,0,0,10,0,0,1,1,0,1,0,0.37,0.13,0.67,0.58,0.58,0.75,0.37,0.67,0.03,0.62,0.33,0.11,0.02,9.76,0.06,0.1,0.26,0.15,0.45,0.05
365,0,1,3,2,6,4,1,11,4,4,0.67,189.14281,715297,1,4,6,1,5616,0,2,1,1,0,0,0,0,0,1,3,0,1,1,0,1,1,0,0.37,0.13,0.67,0.58,0.58,0.75,0.37,0.67,0.03,0.62,0.33,0.11,0.02,9.76,0.06,0.1,0.26,0.15,0.45,0.05
365,1,1,5,4,6,4,1,11,4,2,0.67,164.21931,795026,1,4,6,1,33000,0,2,0,0,0,0,0,0,0,0,10,0,0,1,1,0,1,0,0.37,0.13,0.67,0.58,0.58,0.75,0.37,0.67,0.03,0.62,0.33,0.11,0.02,9.76,0.06,0.1,0.26,0.15,0.45,0.05
