ano,temperatura,pH,milho,sacarose,boa
2005,55.2,7.04,BRS3046,70.9,0
2005,58,7.68,BRS3046,83.96,0
2005,60,7.58,BRS3046,70.17,0
2005,65.1,7.65,BRS3046,63.25,0
2005,63,7.78,Comum,10.44,1
2005,60.5,7.63,BRS3046,70.54,0
2005,58.9,7.14,BRS3046,67.81,0
2005,59.4,7.74,Comum,9.55,1
2005,55.4,7.73,BRS3046,69.75,0
2005,54.8,7.19,BRS3046,76.01,0
2005,52.4,7.96,Comum,8.51,1
2005,59.8,7.31,BRS3046,79.63,0
2005,60.2,7.77,BRS3046,74.72,0
2005,63.4,7.4,Comum,11.07,1
2005,56.8,7.75,BRS3046,65.93,0
2005,57.7,7.74,Comum,11.45,1
2005,48.1,7.77,Comum,7.91,1
2005,65.7,7.43,BRS3046,70.6,0
2005,58.7,7.35,BRS3046,82.26,0
2005,55.5,7.01,BRS3046,74.47,0
2005,59.6,7.4,BRS3046,81.7,0
2005,57.5,7.8,BRS3046,88.58,0
2005,59.4,7.27,BRS3046,79.38,0
2005,65.5,7.39,BRS3046,66.85,0
2005,54.7,7.88,BRS3046,81.19,0
2005,58.2,7.9,BRS3046,65.35,0
2005,59.8,7.96,BRS3046,68.5,0
2005,54.6,7.17,BRS3046,66.53,0
2005,57.8,7.07,Comum,11.09,1
2005,52.3,7.55,Comum,9.71,1
2005,58.9,7.38,Comum,10.32,1
2005,59.4,7.36,Comum,11.95,1
2005,64.7,7.22,Comum,10.77,1
2005,62.7,7.57,BRS3046,72.59,0
2005,50.3,7.17,BRS3046,7.83,1
2005,60.9,7.49,Comum,6.86,1
2005,53.7,7.69,BRS3046,9.19,1
2005,56.2,7.61,BRS3046,74.24,0
2005,55.6,7.85,BRS3046,58.71,0
2005,68.8,7.15,BRS3046,66.71,0
2005,60.5,7.96,BRS3046,76.25,0
2005,56.4,7.59,Comum,65.99,0
2005,61.2,7.12,Comum,73.43,0
2005,62.2,7.88,BRS3046,64.15,0
2005,55.2,7.89,BRS3046,67.02,0
2005,65.3,7.08,BRS3046,81.49,0
2005,59.1,7.95,Comum,8.44,1
2005,58.7,7.95,BRS3046,79.26,0
2005,55.5,7.71,Comum,10.24,1
2006,58.2,7.21,Comum,10.5,1
2006,63.5,7.82,BRS3046,55.31,0
2006,64.2,7.61,BRS3046,68.55,0
2006,58.7,7.99,BRS3046,63.66,0
2006,54.6,7.42,BRS3046,72.94,0
2006,56.7,7.88,BRS3046,62.05,0
2006,64.7,7.5,BRS3046,65,0
2006,66,7.14,Comum,9.77,1
2006,54.2,7.73,BRS3046,71.23,0
2006,62.2,7.84,BRS3046,67.57,0
2006,61.3,7.51,BRS3046,68.15,0
2006,55,7.31,Comum,11.43,1
2006,59.1,7.61,BRS3046,57.39,0
2006,59.8,7.8,BRS3046,54.76,0
2006,57.1,7.78,BRS3046,62.97,0
2006,59,7.9,Comum,65.13,0
2006,62.3,7.47,Comum,8.1,1
2006,67,7.62,Comum,6.32,1
2006,62,7.78,BRS3046,70.37,0
2006,64.5,7.17,BRS3046,71.12,0
2006,65,7.84,BRS3046,77.3,0
2006,56.2,7.79,Comum,8.6,1
2006,63.8,7.35,BRS3046,70.05,0
2006,53.7,7.27,BRS3046,76.91,0
2006,63.5,7.65,BRS3046,56.7,0
2006,61.8,7.9,BRS3046,68.21,0
2006,61.1,7.65,Comum,10.65,1
2006,63,7.94,BRS3046,64.28,0
2006,64.1,7.22,Comum,10.43,1
2006,60.9,7.08,Comum,8.51,1
2006,63.4,7.59,BRS3046,60.83,0
2006,66.8,7.73,BRS3046,58.42,0
2006,58,7.18,Comum,6.45,1
2006,60.5,7.66,BRS3046,67.8,0
2006,58.1,7.39,BRS3046,79.61,0
2006,60.1,7.84,BRS3046,74.56,0
2006,61.4,7.22,BRS3046,69.14,0
2006,59.3,7.4,Comum,8.56,1
2006,56.1,7.58,Comum,9.26,1
2006,65.9,7.97,BRS3046,84.6,0
2006,59.2,7.25,Comum,10.4,1
2006,57.6,7.35,BRS3046,71.99,0
2006,61.4,7.87,BRS3046,58.55,0
2006,49.7,7.71,Comum,7.79,1
2006,55.6,7.86,BRS3046,75.25,0
2006,64.5,7.95,BRS3046,58.18,0
2006,62.1,7.27,Comum,7.67,1
2006,60,7.02,BRS3046,52.37,0
2006,60.8,7.71,Comum,13.99,1
2006,66.1,7.4,BRS3046,69.65,0
2006,50.9,7.52,BRS3046,72.3,0
2006,66.3,7.35,Comum,11.38,1
2006,55.4,7.57,BRS3046,66.25,0
2006,59.9,7.17,BRS3046,66.07,0
2006,61.9,7.91,BRS3046,72.42,0
2006,61,7.5,BRS3046,73.03,0
2006,59.3,7.96,BRS3046,68.11,0
2006,57.3,7.78,BRS3046,60.77,0
2006,58.2,7.49,BRS3046,72.3,0
2006,51.4,7.87,BRS3046,70.15,0
2006,56.2,7.01,BRS3046,69.56,0
2006,64,7.33,BRS3046,74.4,0
2006,65,7.53,BRS3046,70.33,0
2006,66.9,7.92,Comum,9.39,1
2006,57.4,7.05,BRS3046,75.08,0
2006,62,7.2,Comum,6.33,1
2006,59.7,7.3,BRS3046,66.42,0
2006,60.7,7.04,Comum,13.96,1
2006,66.5,7.59,Comum,59.54,0
2006,58.3,7.9,Comum,78.79,0
2006,57.9,7.44,BRS3046,65.2,0
2006,57.4,7.58,BRS3046,59.25,0
2006,54.8,7.81,BRS3046,90.37,0
2006,65.8,7.49,BRS3046,71.51,0
2006,62.8,7.98,BRS3046,55.21,0
2006,59.8,7.27,BRS3046,64.36,0
2006,54.4,7.06,BRS3046,70.61,0
2006,59.4,7.82,Comum,10.94,1
2006,66,7.89,BRS3046,72.2,0
2006,63.2,7.36,BRS3046,72.28,0
2006,56.5,7.7,BRS3046,66.42,0
2006,54.3,7.41,BRS3046,64.96,0
2006,60.9,7.12,Comum,8.87,1
2006,55.4,7.44,Comum,8.67,1
2006,60.4,7.77,BRS3046,70.33,0
2006,57.9,7.99,BRS3046,75.01,0
2006,58.2,7.66,BRS3046,74.65,0
2006,55.3,7.56,BRS3046,67.42,0
2006,59.1,7.19,BRS3046,84.51,0
2006,53.7,7.8,Comum,8.64,1
2006,65.4,7.96,Comum,8.97,1
2006,63.6,7.59,BRS3046,64.48,0
2006,57.4,7.84,BRS3046,60.4,0
2006,62.7,7.41,Comum,13.75,1
2006,62.6,7.42,BRS3046,61.14,0
2006,54.5,7.73,BRS3046,66.79,0
2006,59.6,7.02,Comum,10.1,1
2006,64.7,7.01,BRS3046,62.31,0
2006,67.1,7.6,BRS3046,64.95,0
2006,59.7,7.54,BRS3046,60.28,0
2006,52.8,7.44,Comum,8.5,1
2006,62.9,7,BRS3046,71.06,0
2006,55,7.41,BRS3046,74.88,0
2006,60.2,7.29,Comum,10.99,1
2006,62.2,7.04,BRS3046,81.43,0
2006,64.1,7.05,Comum,70.96,0
2006,59.4,7.97,BRS3046,62.82,0
2006,51.7,7.54,Comum,9.56,1
2006,56.8,7.83,BRS3046,69.91,0
2006,62.6,7.76,Comum,10.13,1
2006,62.4,7.4,BRS3046,77.41,0
2006,64.2,7.42,BRS3046,70.02,0
2006,53.4,7.66,BRS3046,73.72,0
2006,62.7,7.38,BRS3046,77.03,0
2006,62.5,7.8,BRS3046,71.47,0
2006,59.4,7.08,Comum,8.18,1
2006,60.8,7.37,BRS3046,56.63,0
2006,55,7.21,BRS3046,62.46,0
2006,59.5,7.58,BRS3046,79.17,0
2006,60.9,7.56,BRS3046,77.57,0
2006,59.9,7.45,BRS3046,72.02,0
2006,68.9,7.36,BRS3046,69.95,0
2006,58.2,7.75,BRS3046,68.76,0
2006,64.7,7.41,BRS3046,77.04,0
2006,60.8,7.26,BRS3046,70.99,0
2006,59.4,7.03,BRS3046,62.73,0
2006,61,7.17,Comum,10,1
2006,60.6,7.38,Comum,13.48,1
2006,61.4,7.05,Comum,10.9,1
2006,61.1,7.6,BRS3046,61.35,0
2007,59.1,7.46,Comum,9.28,1
2007,61.9,7.58,BRS3046,64.41,0
2007,61.2,7.14,Comum,74.78,0
2007,56.7,7.89,Comum,11.02,1
2007,58.3,7.28,Comum,8.35,1
2007,59,7.43,BRS3046,66.7,0
2007,48.5,7.67,Comum,9.35,1
2007,60,7.18,BRS3046,74.08,0
2007,59,7.24,Comum,8.7,1
2007,69.1,7.9,BRS3046,66.85,0
2007,58.3,7.57,BRS3046,65.16,0
2007,60,7.9,Comum,8.62,1
2007,58.7,7.98,Comum,7.75,1
2007,67.3,7.64,Comum,64.27,0
2007,60.8,7.72,BRS3046,67.29,0
2007,57.7,7.55,BRS3046,77,0
2007,63.4,7.71,BRS3046,69.34,0
2007,57.1,7.67,BRS3046,73.71,0
2007,64.6,7.01,BRS3046,76.05,0
2007,60.4,7.46,BRS3046,74.32,0
2007,59.8,7.96,Comum,8.43,1
2007,57.4,7.76,Comum,10.11,1
2007,60,7.82,BRS3046,79.18,0
2007,54.7,7.75,BRS3046,66.1,0
2007,65.1,7.59,BRS3046,72.96,0
2007,59.5,7.69,Comum,11.3,1
2007,61.1,7.75,Comum,7.73,1
2007,57.5,7.95,BRS3046,76.79,0
2007,59.4,7.16,Comum,11.31,1
2007,51.1,7.15,Comum,12.53,1
2007,59.8,7.13,Comum,12.55,1
2007,61.8,7.69,BRS3046,63.53,0
2007,65,7.41,Comum,76.75,0
2007,57.6,7.33,BRS3046,55.02,0
2007,60.2,7.99,Comum,9.98,1
2007,55.4,7.01,BRS3046,77.9,0
2007,61.6,7.3,Comum,7.61,1
2007,65.1,7.12,BRS3046,67.73,0
2007,63.1,7.3,BRS3046,65.74,0
2007,58.4,7.61,Comum,13.79,1
2007,60.8,7.37,BRS3046,62.67,0
2007,63,7.66,BRS3046,62.63,0
2007,59.1,7.78,BRS3046,74.09,0
2007,59.9,7.78,BRS3046,71.84,0
2007,61.2,7.51,Comum,9.28,1
2007,60.8,7.72,Comum,11.68,1
2007,53.5,7.82,Comum,8.59,1
2007,58.1,7.21,BRS3046,73.59,0
2007,67.2,7.32,BRS3046,76.06,0
2007,54.1,7.01,Comum,10.1,1
2007,58,7.42,BRS3046,73.37,0
2007,57.5,7.51,BRS3046,82.28,0
2007,56.4,7.05,BRS3046,66.47,0
2007,65.3,7.46,BRS3046,78.15,0
2007,67.7,7.87,BRS3046,62.7,0
2007,60.3,7.52,BRS3046,67.44,0
2007,60,7.54,BRS3046,66.41,0
2007,58.7,7.43,BRS3046,85.01,0
2007,67.2,7.64,BRS3046,60.74,0
2007,64.3,7.17,BRS3046,72.06,0
2007,55.4,7.39,BRS3046,69.45,0
2007,60.2,7.22,BRS3046,73.23,0
2007,53,7.67,BRS3046,73.21,0
2007,64.6,7.19,BRS3046,64.24,0
2007,57.1,7.27,BRS3046,60.53,0
2007,58.6,7.42,BRS3046,76.62,0
2007,54.5,7.29,BRS3046,73.87,0
2007,61.1,7.9,Comum,11.07,1
2007,60.7,7.34,BRS3046,59.36,0
2007,63.1,7.44,Comum,79.16,0
2007,60.6,7.52,Comum,70.78,0
2007,61.9,7.33,BRS3046,69.75,0
2007,65.1,7.77,Comum,13.56,1
2007,60.5,7.89,Comum,8.37,1
2007,59.3,7.99,BRS3046,74.93,0
2007,64.9,7.78,BRS3046,67.92,0
2007,58.1,7.35,Comum,12.09,1
2007,63.1,7.27,BRS3046,59.09,0
2007,61.4,7.55,BRS3046,66.17,0
2007,58,7.05,BRS3046,62.51,0
2007,63.4,7.35,BRS3046,13.97,1
2007,57.1,7.7,BRS3046,77.09,0
2007,61.9,7.47,Comum,8.78,1
2007,60.3,7.42,BRS3046,75.17,0
2007,60.3,7.2,BRS3046,61.96,0
2007,61,7.42,Comum,11.46,1
2007,70.6,7.63,BRS3046,65.78,0
2007,64.5,7.89,BRS3046,66.79,0
2007,55.3,7.82,BRS3046,10.51,1
2007,57.1,7.86,BRS3046,73.42,0
2007,56.7,7.51,BRS3046,66.1,0
2007,57.1,7.11,BRS3046,68.27,0
2007,54.6,7.53,BRS3046,72.49,0
2007,54.7,7.35,BRS3046,69.61,0
2007,67.7,7.74,BRS3046,58.57,0
2007,61.9,7.33,BRS3046,58.11,0
2007,65,7.16,BRS3046,68.07,0
2007,53.4,7.93,Comum,10.48,1
2007,60.5,7.35,BRS3046,72.14,0
2007,63.1,7.99,BRS3046,66.04,0
2007,60.2,7.15,BRS3046,68.72,0
2007,67.5,7.76,Comum,16.53,1
2007,60.9,7.06,BRS3046,62,0
2007,58.1,7.31,Comum,9.84,1
2007,56.4,7.55,Comum,8.58,1
2007,61.2,7.19,BRS3046,55.52,0
2007,63.7,7.39,Comum,8.71,1
2007,62.6,7.91,Comum,11.76,1
2007,53.8,7.81,BRS3046,72.37,0
2007,57.1,7.35,BRS3046,66.73,0
2007,61.3,7.71,BRS3046,68.94,0
2007,57.9,7.71,BRS3046,76.17,0
2007,62.5,7.3,Comum,9.42,1
2007,54.6,7.13,BRS3046,69.17,0
2007,61.3,7,Comum,9.42,1
2007,49.8,7.22,BRS3046,63.55,0
2007,62.1,7.91,BRS3046,70.78,0
2007,56.4,7.83,BRS3046,78.74,0
2007,54.6,7.22,Comum,63.28,0
2007,55.8,7.4,BRS3046,73.29,0
2007,63,7.63,BRS3046,72.86,0
2007,63.2,7.55,Comum,10.7,1
2007,53.7,7.06,BRS3046,67.72,0
2007,58.1,7.28,BRS3046,70.16,0
2007,64.9,7.9,BRS3046,71.44,0
2007,60.1,7.57,BRS3046,74.25,0
2007,58.7,7.02,BRS3046,63.49,0
2007,62.1,7.15,BRS3046,55.55,0
2007,53.9,7.52,Comum,10.16,1
2007,54.4,7.86,BRS3046,70.03,0
2007,59,7.1,BRS3046,78.73,0
2007,60.6,7.02,Comum,74.97,0
2007,58.8,7.97,BRS3046,75.87,0
2007,59.4,7.27,BRS3046,62.73,0
2007,59.8,7.33,Comum,11.6,1
2007,62.9,7.58,Comum,9.04,1
2007,59.6,7.64,BRS3046,61.31,0
2008,51.5,7.16,BRS3046,75.12,0
2008,62.5,7.03,BRS3046,67.5,0
2008,55.5,7.37,BRS3046,79,0
2008,56.6,7.12,Comum,10.58,1
2008,57.3,7.61,BRS3046,64.15,0
2008,57.7,7.49,Comum,8.22,1
2008,66.8,7.25,BRS3046,74,0
2008,61.8,7.75,BRS3046,69.93,0
2008,59.2,7.04,BRS3046,71.34,0
2008,62.2,7.69,Comum,10.06,1
2008,62.9,7.91,BRS3046,75.41,0
2008,55.4,7.27,BRS3046,74.46,0
2008,56.4,7.61,BRS3046,65.89,0
2008,57.8,7.71,BRS3046,67.35,0
2008,57.7,7.47,BRS3046,60.06,0
2008,58.9,7.2,BRS3046,69.01,0
2008,60.6,7.89,Comum,9.93,1
2008,54.8,7.58,BRS3046,69.73,0
2008,55.1,7.95,Comum,11.23,1
2008,57,7.13,BRS3046,72.21,0
2008,60.1,7.27,BRS3046,60.4,0
2008,59.3,7.13,BRS3046,80.03,0
2008,60.3,7.1,Comum,76.68,0
2008,67.7,7.56,BRS3046,69.32,0
2008,70.3,7.95,BRS3046,76.34,0
2008,58.8,7.08,Comum,10.65,1
2008,58.5,7.06,BRS3046,71.41,0
2008,56.9,7.3,BRS3046,67.92,0
2008,64.7,7.83,BRS3046,65.21,0
2008,54.7,7.04,BRS3046,64.21,0
2008,68.3,7.43,BRS3046,67.84,0
2008,60.8,7.79,Comum,12.41,1
2008,64.2,7.46,BRS3046,64.89,0
2008,58.3,7.66,BRS3046,86.21,0
2008,59.4,7.5,BRS3046,71.43,0
2008,67.9,7.98,BRS3046,65.49,0
2008,62.7,7.86,Comum,9.64,1
2008,52.9,7.56,BRS3046,66.12,0
2008,62.8,7.15,BRS3046,70.87,0
2008,63,7.24,BRS3046,66.36,0
2008,53.1,7.35,Comum,6.1,1
2008,60.6,7.21,Comum,10.19,1
2008,58,7.41,BRS3046,68.56,0
2008,59.5,7.04,BRS3046,59.91,0
2008,57.6,7.73,BRS3046,62.39,0
2008,58.9,7.76,Comum,12.79,1
2008,63.2,7.2,BRS3046,61.28,0
2008,56.9,7.94,BRS3046,87.69,0
2008,59.6,7.27,Comum,7.8,1
2008,57.8,7.67,BRS3046,80.68,0
2008,59.7,7.13,BRS3046,69.83,0
2008,59.3,7.38,Comum,10.34,1
2008,61,7.25,BRS3046,68.9,0
2008,62.3,7.32,Comum,8.05,1
2008,64.8,7.31,Comum,7.77,1
2008,60.6,7.87,BRS3046,66.1,0
2008,58.7,7,BRS3046,75.08,0
2008,55.7,7.9,BRS3046,69.04,0
2008,62.5,7.75,BRS3046,71.28,0
2008,58.4,7.39,BRS3046,85.1,0
2008,57.6,7.98,BRS3046,63.68,0
2008,59,7.09,BRS3046,57.01,0
2008,58.9,7.39,BRS3046,68.78,0
2008,62.2,7.23,BRS3046,9.34,1
2008,64.3,7.33,BRS3046,63.9,0
2008,66.7,7.44,Comum,13.64,1
2008,55.9,7.48,BRS3046,78.19,0
2008,56.8,7.89,BRS3046,85.7,0
2008,56.6,7.4,Comum,8.65,1
2008,53.8,7.68,BRS3046,72.79,0
2008,63.6,7.84,Comum,11.24,1
2008,54.3,7.88,Comum,8.51,1
2008,61.3,7.73,BRS3046,73.71,0
2008,57.7,7.62,BRS3046,72.71,0
2008,60.1,7.44,Comum,10.22,1
2008,55.4,7.66,BRS3046,64.2,0
2008,59.5,7.27,BRS3046,56.6,0
2008,66.4,7.31,Comum,72.27,0
2008,59.4,7.52,BRS3046,76.35,0
2008,63,7.21,BRS3046,71.32,0
2008,53.5,7.76,BRS3046,75.22,0
2008,52.7,7.34,Comum,11.81,1
2008,55.5,7.68,BRS3046,63.71,0
2008,57.4,7,BRS3046,71.56,0
2008,60.6,7.59,BRS3046,66.68,0
2008,59.9,7.09,BRS3046,76.48,0
2008,55.8,7.28,BRS3046,75.01,0
2008,59,7.25,BRS3046,60.95,0
2008,60.3,7.45,Comum,7.62,1
2008,68.2,7.61,BRS3046,73.54,0
2008,62.3,7.46,Comum,10.71,1
2008,60,7.28,BRS3046,75.76,0
2008,60.2,7.05,BRS3046,75.36,0
2008,61.4,7.54,Comum,8.8,1
2008,60.1,7.19,BRS3046,79.54,0
2008,64.5,7.73,BRS3046,68.47,0
2008,53.7,7.03,BRS3046,59.27,0
2008,56,7.32,Comum,8.38,1
2008,62.5,7.52,BRS3046,59.34,0
2008,60.8,7.08,BRS3046,69.08,0
2008,59,7.31,Comum,10.36,1
2008,55,7.66,Comum,12.85,1
2008,57.9,7.95,BRS3046,65.83,0
2008,54.6,7.45,BRS3046,79.62,0
2008,58.7,7.53,BRS3046,72.51,0
2008,61,7.15,BRS3046,57.84,0
2008,58.6,7.33,BRS3046,80.67,0
2008,61.1,7.64,BRS3046,81.55,0
2008,54.5,7.64,BRS3046,61.05,0
2008,60,7.34,Comum,8.58,1
2008,62.2,7.14,BRS3046,75.4,0
2008,63.3,7.95,BRS3046,65.64,0
2008,61.6,7.69,BRS3046,81.17,0
2008,69.2,7.58,BRS3046,77.74,0
2008,56.8,7.27,Comum,10.43,1
2008,56,7.68,BRS3046,73.49,0
2008,62.7,7.91,BRS3046,58.93,0
2009,54.6,7.67,BRS3046,63.82,0
2009,52.3,7.01,BRS3046,67.16,0
2009,68.9,7.76,BRS3046,82.69,0
2009,57.1,7.34,BRS3046,74.43,0
2009,61.4,7.17,BRS3046,65.93,0
2009,66,7.16,BRS3046,72.42,0
2009,57.9,7.03,BRS3046,82.09,0
2009,60,7.73,BRS3046,83.58,0
2009,51.6,7.88,BRS3046,63.55,0
2009,57.4,7.89,BRS3046,60.73,0
2009,54.8,7.16,BRS3046,78.5,0
2009,65.4,7.11,Comum,7.87,1
2009,62.3,7.74,BRS3046,59.97,0
2009,68.8,7.79,BRS3046,80.43,0
2009,61.1,7.41,Comum,78.03,0
2009,56.3,7.7,BRS3046,79.5,0
2009,51.7,7.13,BRS3046,66.06,0
2009,62.5,7.86,BRS3046,64.31,0
2009,56,7.89,Comum,11.96,1
2009,66.7,7.58,Comum,9.34,1
2009,54.1,7.39,BRS3046,66.25,0
2009,62.8,7.72,BRS3046,72.24,0
2009,56.5,7.52,BRS3046,78.37,0
2009,62.7,7.62,Comum,15.2,1
2009,55,7.36,Comum,7.6,1
2009,63.4,7.78,Comum,8,1
2009,64.7,7.98,Comum,9.61,1
2009,65.1,7.98,Comum,8.73,1
2009,65.1,7.06,Comum,9.19,1
2009,61.3,7.45,Comum,10.54,1
2009,58.3,7.6,Comum,10.02,1
2009,57.8,7.01,BRS3046,79.69,0
2009,65.6,7.01,Comum,12.34,1
2009,53.1,7.45,Comum,6.78,1
2009,57.1,7.85,BRS3046,73.01,0
2009,57,7.55,BRS3046,72.64,0
2009,56.1,7.94,Comum,9.67,1
2009,49.1,7.32,BRS3046,68.75,0
2009,61.4,7.98,Comum,8.64,1
2009,56.9,7.8,BRS3046,62.81,0
2009,61.1,7.92,BRS3046,64.15,0
2009,55.5,7.65,BRS3046,59.87,0
2009,66.8,7.84,BRS3046,75.45,0
2009,55.1,7.46,Comum,11.36,1
2009,60.2,7.43,BRS3046,64.08,0
2009,62.2,7.63,BRS3046,84.31,0
2009,64.9,7.72,BRS3046,80.32,0
2009,55.5,7.58,Comum,10.61,1
2009,60.6,7.34,BRS3046,79.67,0
2009,56.7,7.56,BRS3046,8.62,1
2009,61.1,7.75,Comum,6.46,1
2009,62,7.2,BRS3046,66.93,0
2009,56.3,7.48,BRS3046,70.21,0
2009,67,7.98,Comum,6.82,1
2009,61.2,7.33,Comum,13.1,1
2009,58.7,7.51,Comum,9.09,1
2009,60.9,7.1,Comum,13.12,1
2009,61.5,7.32,BRS3046,68.96,0
2009,59,7.19,Comum,8.81,1
2009,67.9,7.9,BRS3046,71.09,0
2009,53.6,7.08,Comum,8.33,1
2009,60.2,7.98,Comum,10.05,1
2009,65,7.69,BRS3046,75.67,0
2009,58.9,7.86,Comum,13.6,1
2009,54.6,7.82,BRS3046,70.98,0
2009,59.2,7.71,Comum,8.89,1
2009,54.3,7.55,Comum,8.41,1
2009,56.9,7.83,BRS3046,68.65,0
2009,62,7.28,BRS3046,65.76,0
2009,65.4,7.58,BRS3046,69.98,0
2009,52.1,7.02,BRS3046,70.83,0
2009,57.7,7.28,BRS3046,75.46,0
2009,55.9,7.62,BRS3046,64.33,0
2009,61.7,7.67,Comum,8.77,1
2009,59.3,7.56,BRS3046,68.22,0
2009,59.6,7.81,Comum,8.41,1
2009,59.7,7.66,Comum,12.24,1
2009,59.9,7.21,Comum,8.64,1
2009,56.4,7.99,BRS3046,74.53,0
2009,57.2,7.38,BRS3046,71.17,0
2009,57.8,7.18,Comum,8.5,1
2009,57.6,7.89,BRS3046,70.04,0
2009,66.7,7.97,Comum,8.63,1
2009,63,7.11,BRS3046,81.88,0
2009,59.7,7.37,BRS3046,78.73,0
2009,55.5,7.87,BRS3046,65.36,0
2009,54.6,7.36,BRS3046,71.92,0
2009,57.7,7.31,BRS3046,81.16,0
2009,52.4,7.86,BRS3046,73.45,0
2009,57.4,7.46,BRS3046,67.18,0
2009,55.1,7.46,BRS3046,70.06,0
2009,63.2,7.71,Comum,10.54,1
2009,54.1,7.99,BRS3046,61.12,0
2009,62.6,7.3,BRS3046,65.93,0
2009,53.4,7.94,Comum,11.18,1
2009,54.8,7.7,BRS3046,66.87,0
2009,62.9,7.19,BRS3046,60.94,0
2009,56.1,7.16,Comum,64.14,0
2009,59.4,7.19,Comum,8.79,1
2009,54.4,7.82,Comum,6.08,1
2009,62,7.2,BRS3046,62.77,0
2009,58,7.15,BRS3046,60.87,0
2009,53.4,7.36,BRS3046,75.4,0
2009,62.6,7.04,BRS3046,60.9,0
2009,61.1,7.45,BRS3046,77.68,0
2009,58.7,7.8,Comum,8.55,1
2009,64.5,7.94,Comum,9.48,1
2009,63.3,7.3,BRS3046,66.64,0
2009,59.8,7.91,BRS3046,73.07,0
2009,53.7,7.91,BRS3046,76.21,0
2009,61.5,7.05,BRS3046,67.54,0
2009,58.6,7.9,Comum,10.39,1
2009,52.5,7.72,BRS3046,69.19,0
2009,60.9,7.99,BRS3046,72.45,0
2009,61.1,7.51,Comum,65.38,0
2009,55,7.38,Comum,7.48,1
2009,54.7,7.61,Comum,7.47,1
2009,64.2,7.28,Comum,9.23,1
2009,64,7.95,BRS3046,67.45,0
2010,57,7.69,BRS3046,76.04,0
2010,57.1,7.05,BRS3046,64.58,0
2010,55.8,8,BRS3046,73.19,0
2010,53.2,7.32,BRS3046,87.02,0
2010,66.5,7.38,BRS3046,67.72,0
2010,63,7.28,BRS3046,76.21,0
2010,60.4,7.6,BRS3046,17.06,1
2010,56.9,7.47,BRS3046,73.21,0
2010,64.9,7.8,BRS3046,72,0
2010,64,7.23,BRS3046,63.79,0
2010,58.9,7.83,Comum,7.71,1
2010,55.6,7.05,BRS3046,62.74,0
2010,61.1,7.92,Comum,8.46,1
2010,63.4,7.24,Comum,9.3,1
2010,63.2,7.56,BRS3046,70.19,0
2010,56.9,7.37,BRS3046,56.36,0
2010,59.5,7.06,Comum,6.8,1
2010,57.9,7.05,Comum,12.49,1
2010,57,7.2,Comum,8.61,1
2010,55.6,7.28,BRS3046,13.21,1
2010,53.5,7,BRS3046,65.84,0
2010,54.9,7.95,Comum,6.72,1
2010,54.7,7.79,BRS3046,55.91,0
2010,67.3,7.53,BRS3046,65.24,0
2010,63.9,7.86,Comum,9.6,1
2010,62.2,7.9,Comum,8.56,1
2010,59.5,7.48,BRS3046,71.95,0
2010,50.5,7.39,Comum,8.82,1
2010,62.1,7.92,Comum,10.37,1
2010,64.3,7.87,Comum,7.82,1
2010,56.3,7.69,Comum,9.73,1
2010,60.3,7.61,BRS3046,75.02,0
2010,55.4,7.58,Comum,7.45,1
2010,61.8,7.18,Comum,11.17,1
2010,64.6,7.03,BRS3046,77.21,0
2010,62.4,7.13,BRS3046,61.46,0
2010,55.5,7.79,Comum,11.65,1
2010,57.8,7.8,BRS3046,65.39,0
2010,57.9,7.24,Comum,11.93,1
2010,68,7.45,Comum,68.76,0
2010,63.8,7.85,BRS3046,66.89,0
2010,62.7,7.17,BRS3046,75.34,0
2010,57.8,7.64,Comum,10.34,1
2010,64.8,7.57,Comum,11.42,1
2010,61.1,7.91,Comum,11.59,1
2010,55.7,7.51,BRS3046,63.31,0
2010,62.7,7.22,Comum,79.75,0
2010,64.6,7.47,Comum,10.07,1
2010,58.2,7.7,BRS3046,66.4,0
2010,57.9,7.04,BRS3046,75.49,0
2010,65.9,7.88,BRS3046,66.1,0
2010,54.1,7.12,Comum,9.41,1
2010,63.1,7.25,Comum,7.46,1
2010,61.2,7.88,BRS3046,84.77,0
2010,61.7,7.58,Comum,7.47,1
2010,63.1,7.86,BRS3046,63.17,0
2010,63.9,7.88,Comum,11.29,1
2010,60.3,7.2,Comum,12.36,1
2010,62.4,7.1,BRS3046,61.52,0
2010,60.7,7.52,BRS3046,71.59,0
2010,62.9,7.97,BRS3046,70.97,0
2010,60.1,7.24,BRS3046,70.68,0
2010,58.5,7.64,BRS3046,77.61,0
2010,58.7,7.32,BRS3046,74.35,0
2010,56.4,7.25,Comum,10.41,1
2010,71.4,7.32,BRS3046,68.29,0
2010,62.2,7.31,BRS3046,72.21,0
2010,55.4,7.38,BRS3046,79.18,0
2010,68.9,7.55,Comum,8.19,1
2010,57.6,8,BRS3046,12.97,1
2010,53.7,7.59,Comum,5.95,1
2010,59.1,7.7,BRS3046,78.38,0
2010,55.3,7.58,BRS3046,71.08,0
2010,60.8,7.94,Comum,7.56,1
2010,59.2,7.23,BRS3046,80.8,0
2010,58.9,7.03,BRS3046,73.92,0
2010,63.6,7.05,BRS3046,69.79,0
2010,56.7,7.97,BRS3046,73.04,0
2010,60.9,7.05,Comum,8.79,1
2010,57.6,7.21,BRS3046,74.24,0
2010,65.6,7.76,Comum,6.58,1
